ticketNumber,subject,description,createdTime,status,botResponse,kbSourcesCount,ticketSourcesCount,error
"13290","Sessions Report","Hello, I am sorry to send in the same question, I am not sure if my other one was submitted as my computer lagged on me. I am reaching out in regards to why my dial count on my screen during my calling session than it is on the session r","2026-02-03T13:45:36.000Z","Closed","The Sessions Report is a powerful tool in Mojo for evaluating agent performance, especially in team environments. Here's what it provides: ## What the Sessions Report Shows The Sessions Report analyzes call results and time allocation with detailed breakdowns of: - **Total dialer time** - How long agents spent actively dialing - **Total talk time** - Actual conversation time with contacts - **Pause duration** - Time spent paused during sessions - **Call result frequency patterns** - Which outcomes are most common ## How to Access the Sessions Report 1. Go to the **Reports** section in the left menu bar 2. Select **Session Report** from the available options 3. Apply filters for specific agents or time frames as needed ## Important Note About Dial Counts If you're seeing discrepancies between the dial count displayed during your session versus what appears in the Sessions Report afterward, this is a known issue that can occur. The session display and final report may calculate dials differently due to various technical factors during the dialing process. The Sessions Report is particularly valuable for team managers who need to evaluate agent performance and identify areas for improvement in calling efficiency and results. Would you like help with accessing any specific aspects of the Sessions Report or understanding other performance metrics in Mojo?",5,2,
"13300","EXPIRED DATA","I have not received any expired data in over 2 weeks. Please explain as there has been multiple expired listings.","2026-02-03T17:26:28.000Z","Closed","# Mojo Expired Data Mojo Expired Data is a premium lead service that provides access to off-market property leads, including Expired, Cancelled, and Withdrawn listings, delivered directly to your Mojo Dialer. ## How It Works **Target Area Selection:** - Select up to a 50-mile radius (as the crow flies) within your MLS area - Choose specific cities/zip codes you want to target **Data Delivery:** - Get immediate historical data upon purchase (up to 12 months of current Expired and Off-Market data if available) - Receive automatic daily updates each morning - New data posts directly to your Properties list in the Data and Dialer section - Leads are automatically sorted into specific lists based on listing status **Smart Status Tracking:** - Your existing data is continually updated when listing statuses change - For example, if a property changes from Expired to Active, it automatically moves to an Active list ## Pricing $50 per month per MLS ## How to Subscribe 1. Navigate to **Leadstore** (click Leadstore on the left of the screen) 2. Select **Subscribe** next to Expired Data 3. Configure your area: - Choose your State - Select your MLS 4. Complete setup and payment ## Finding Your Data Your expired data will appear in the **Properties** section under Data and Dialer, organized into specific lists: - Expired calling list - Cancelled list - Withdrawn list ## Daily Updates Data pushes occur daily, typically around 7am in your local time (but can be later). If you subscribe after the daily push, you won't see new data until the following morning. This service keeps you ahead of competitors with up-to-date listing status changes, helping you maximize productivity and close more deals.",5,2,
"13306","Lists and dialer not loading","Lists were not loading, then one did, tried starting dialer but it was stuck in ""preparing"" tried to back out and it didn't stop had to hang up for it to let me out<img src=""https://desk.zoho.com/portal/api/uploads/edbsnc32e7d41bde1dd7176dcbe43e17b25a2e400af1b4314f017cf497c6d18f08e0a/content?po","2026-02-03T18:37:37.000Z","Closed","Here are the steps to resolve lists and dialer loading issues: ## Immediate Solutions **If you're stuck in ""preparing"" mode:** - Hang up the current session to force it to stop - Close your browser completely and reopen Mojo - This will clear any stuck processes ## Common Causes and Fixes **1. Large Data Volumes** - Lists with thousands of leads take longer to load, especially those with extensive notes or activity logs - Be patient with larger lists or consider creating smaller sublists **2. Browser Issues** - Update your browser to the latest version - Use Google Chrome with minimal extensions for best performance - Clear your browser cache and cookies, then restart **3. Internet Connection** - Check your internet connection speed and stability - Mojo is cloud-based, so slow connections cause loading delays **4. Cached Data Problems** - Close Mojo completely and reopen it fresh - Old cached data can cause loading issues ## If Problems Persist **Server Load Issues** If you've tried the above solutions and still experience problems, there may be temporary server load issues. These are usually brief and resolve automatically. **Need Immediate Help?** Call Mojo support at 877-859-6656 if the loading issues continue after trying these troubleshooting steps. Try clearing your browser cache first, then restart your session - this resolves most loading issues quickly.",5,2,
"13305","(No Subject)",,"2026-02-03T18:32:27.000Z","Closed","Hello! I'd be happy to help you with your Mojo Dialer question. It looks like your message didn't include a specific question or topic. Could you please let me know what you need assistance with? I can help you with things like: - Importing contacts and data - Setting up caller ID and voicemail - Managing activities and schedules - Account settings and photos - General Mojo Dialer functionality What would you like help with today?",5,2,
"13303","Dialer not working","power dialer configuration problem also not getting sounds or voice please resolve this issue assap","2026-02-03T17:36:49.000Z","Closed","I can help you troubleshoot dialer issues. Here are the most common solutions: ## Audio/Voice Problems If you're experiencing call quality issues or can't hear audio: 1. **Check browser permissions**: Your browser needs microphone access. When you launch a dial session, accept the microphone permission prompt 2. **Verify headset connections**: Double-check that your headset and microphone are properly connected 3. **Test audio settings**: In the dialer interface, you can select your preferred microphone and headset, then test your audio connection 4. **Browser compatibility**: Ensure you're using Google Chrome, Mozilla Firefox, Safari, or Microsoft Edge ## Power Dialer Configuration Issues If the dialer won't start or configure properly: 1. **Check prerequisites**: - Account subscription is active - Dialer settings are configured - Data has been imported to your account 2. **Connection methods**: Try both connection options: - Wait for incoming call at your specified number - Call the provided phone number and enter your PIN ## Getting Started Steps 1. Select your Property List, Calling List, or Group 2. Click the Power Dialer button 3. Configure your call settings and Easy Calling Mode 4. Apply any optional filters 5. Click Start Dialing 6. Connect using one of the connection methods above ## Mojo Voice Specific Issues If you're using Mojo Voice ($30/month add-on): - Enable Mojo Voice in the dialer setup screen - Grant browser microphone permissions - Test your audio connection before starting What specific issue are you experiencing? Are you getting error messages, having audio problems, or is the dialer not connecting at all?",5,2,
"13302","Do not call scrubbing","Can I scrub a list looking for DNC numbers on a list that Import?","2026-02-03T17:34:12.000Z","Closed","## Do Not Call Scrubbing in Mojo Mojo provides comprehensive DNC scrubbing capabilities to help you manage your Do Not Call list effectively. Here's how to work with DNC scrubbing: ### Accessing DNC Scrubbing 1. Click **Settings** on the bottom left of your Mojo screen 2. Click **Do Not Call** on the left menu 3. Click the **DNC Scrubbing** link ### Adding Numbers to DNC **To add a single number:** 1. Scroll to the bottom of the DNC Scrubbing page 2. Click the **Add Number** button 3. Enter the phone number in the text field 4. Click **Add** to confirm **To import a file of numbers:** 1. Click **Import DNC List** 2. Click **Choose File** and select your file (must be less than 5MB) 3. Check the box if the first line is a header 4. Select the appropriate file format 5. Use the dropdown menu(s) to choose the header(s) for the phone column(s) 6. Click **Import** ### Searching Your DNC List - Enter the phone number in the **Search By Phone Number** field to locate specific records - Use the 3 vertical dots next to results to **Preview** the lead or **Restore** the number ### Removing Numbers from DNC 1. Enter the phone number in the Search field to locate your record(s) 2. Select the record(s) you wish to restore 3. Click the **3-dot menu** in the top right of the display 4. Click **Restore From DNC** to confirm ### Adding Contacts from Data & Dialer You can also move contacts to DNC directly from the Data & Dialer screen: 1. Navigate to **Data & Dialer** 2. Select one or more contacts 3. Either click **Move to** at the bottom and select **Move to DNC**, or right-click and choose **Move to DNC** 4. Select the phone numbers you want to add to DNC 5. Click **OK** to confirm Once contacts are on your DNC list, the system will prevent these numbers from importing again and block outbound calls to these numbers.",5,2,
"13296","expired data","I have done what the article says and there is still zero expired data showing up... I just purchased it .","2026-02-03T16:19:38.000Z","Closed","# Mojo Expired Data Mojo Expired Data is a premium lead service that provides you with off-market property leads, including **Expired, Cancelled, and Withdrawn listings**, delivered directly to your Mojo Dialer. ## How It Works **Target Area Setup:** - Select up to a 50-mile radius (as the crow flies) within your MLS area - Choose specific cities/zip codes you want to target **Data Delivery:** - Get up to 12 months of historical Expired and Off-Market data immediately upon purchase (if available) - Receive automatic daily updates each morning around 7am in your local time - New data posts directly to your Mojo account in the Properties list under the Data and Dialer section - Leads are automatically sorted into specific lists based on listing status **Smart Status Tracking:** - Your existing data is continually updated when listing statuses change - For example, if a property changes from Expired to Active, it automatically moves to an Active list ## Pricing $50 per month per MLS ## How to Subscribe 1. **Navigate to Leadstore** - Click ""Leadstore"" on the left side of your screen 2. **Select the service** - Click ""Subscribe"" next to Expired Data 3. **Configure your area:** - Choose your State - Select your MLS - If your MLS isn't listed, there's a button to request it 4. **Complete setup** and payment information ## Where to Find Your Data After subscribing, look for your expired data in: - **Properties Lists** inside the Mojo Data/Dialer area - Data is organized into specific lists based on listing status (Expired, Cancelled, Withdrawn) ## Common Issues **No data showing up?** - Data pushes happen daily around 7am local time - if you subscribed after the daily push, wait until the next morning - Verify you selected the correct MLS during setup - Check that your subscription payment processed successfully - Make sure to refresh your browser The service keeps you ahead of competitors with daily updates on listing status changes, helping you maximize productivity and close more deals.",5,2,
"13226","Map Mode Question","PIN: 754196 <span style=""font-family: Helve","2026-01-30T19:22:16.000Z","Closed","Map Mode in Mojo displays contacts that have valid address information, whether they are residential or business addresses. Both types of addresses will show up on the map as long as the address data is complete and can be geocoded to a specific location. If you're experiencing issues where Map Mode isn't working despite having correct property addresses, here are some troubleshooting steps: **Common Solutions:** 1. **Check address completeness** - Ensure all address fields are filled out (street, city, state, zip) 2. **Verify address format** - Make sure addresses follow standard formatting 3. **Data refresh** - Try refreshing the page or logging out and back in 4. **Browser compatibility** - Ensure you're using a supported browser with location services enabled **For Data Import Issues:** If you imported the addresses and they're not showing on the map, the issue might be in how the address fields were mapped during import: - During Step 3 of import (Map Your Fields), make sure address fields are properly mapped to the correct Mojo address fields - Use separate fields for street, city, state, and zip when possible for better geocoding accuracy If your addresses appear correct but Map Mode still isn't working, this may require technical support to investigate the specific data formatting or account configuration.",5,2,
"13299","Callback forward change","Hi, how do i change the routing number to the Mojo caller ID number so that the callbacks are forwarded to the Mojo caller ID number instead of my number?","2026-02-03T16:40:03.000Z","Closed","To change your callback forwarding so that callbacks go to your Mojo caller ID number instead of your personal number, you'll need to set up call forwarding within your Mojo system. Here's how to make this change: **Access Your Settings:** 1. Log into your Mojo account 2. Navigate to your account settings or phone number management section **Update Callback Routing:** 1. Look for callback forwarding or call routing options 2. Change the forwarding destination from your personal number to your Mojo caller ID number 3. Save the changes **Alternative Options:** - You may also want to consider purchasing an additional Mojo number specifically for callbacks if you need more control over call routing - This allows you to have dedicated agents answer callbacks on a separate line If you're having trouble locating these settings in your account, I recommend contacting Mojo support directly as callback forwarding configurations can vary based on your specific account setup and subscription level. They can walk you through the exact steps for your particular configuration. The goal is to ensure that when prospects call back the number they see on their caller ID, it routes to the number you prefer rather than your personal line.",5,2,
"13258","Fwd: Problem with money taken from account",,"2026-02-02T13:43:20.000Z","Closed","I understand you're having an issue with money being taken from your account. To help resolve billing concerns, I'll need to direct you to the proper support channels since billing issues require account-specific review. **For billing and payment issues, please:** 1. **Submit a support ticket** through your Mojo account - this ensures your account information is securely linked to your inquiry 2. **Contact Mojo support directly** - they can review your specific billing history and resolve payment concerns **To manage your subscriptions:** - Log into your Mojo account - Click ""Account"" (top right) - Select ""Subscriptions"" tab to view your current billing status **If you need to cancel your subscription:** - This must be done within your Mojo account using a computer - Go to Account > Subscriptions > Cancel button - Email, phone, or ticket cancellation requests cannot be processed **Account security reminder:** Never share your Mojo login credentials, as you're responsible for all account activity including unauthorized purchases. The support team will be able to investigate the specific charges and help resolve any billing discrepancies. They have access to your payment history and can provide detailed explanations of any transactions.",5,2,
"13298","Integration with Sierra",,"2026-02-03T16:30:31.000Z","Closed","I don't have specific information about integrating Mojo Dialer with Sierra in our knowledge base. However, Mojo does offer several integration options: **Current Available Integrations:** - Follow Up Boss (CRM) - Zapier (connects to hundreds of apps) - MailChimp (email marketing) - Approved lead vendors for one-way data posting **Premium Integrations** (with direct access via iFrame): - Boomtown CRM - Real Geeks CRM **Standard Integrations** (API-based data push/pull): - Follow Up Boss - MailChimp If Sierra isn't among the current integrations, you may want to: 1. Contact Mojo support at 877-859-6656 to inquire about Sierra integration possibilities 2. Check if Sierra can connect through Zapier, which integrates with hundreds of different apps 3. Ask if Sierra is being considered for future integration development The support team would have the most current information about new integrations in development or custom integration options that might be available.",5,2,
"13283","Help with email font","Hello, My email template titled Step 14 S0 Action Plan is giving me problems with the font. No matter what font I change it to, when I send a test email, it looks like it was written with a typewriter. How can I fix this?","2026-02-02T23:03:52.000Z","Closed","Here's how to fix font issues in your email templates: **Editing Your Email Template Font:** 1. Navigate to **Settings** at the bottom left of your screen 2. Select **Email** from the left menu 3. Choose **Templates** 4. Find and open your ""Step 14 S0 Action Plan"" template **Fixing the Font Display:** 1. Click on the text block that's showing the typewriter-like font 2. Use the **font and size options** displayed above the text block to: - Select your preferred font family - Adjust the font size - Apply any other formatting needed 3. After making changes, click the **green Save button** **Testing Your Changes:** 1. Send a **test email** to verify the font displays correctly 2. If it still appears like typewriter text, try: - Selecting a different font from the dropdown - Clearing any copied formatting by retyping the text directly - Using the text formatting toolbar to override any inherited styles **Common Font Issues:** - Sometimes copied text brings hidden formatting that overrides your template settings - Try manually typing your content instead of copying/pasting - Ensure you're selecting web-safe fonts that display consistently across email clients The font formatting should apply immediately when you save the template. If you're still having issues after trying these steps, the problem might be with how the text was originally entered into the template.",5,2,
"13297","Mojo Dialer",,"2026-02-03T16:20:38.000Z","Closed","Mojo Dialer is a comprehensive prospecting and sales platform designed to elevate your business and take your follow-up to the next level. Here's what makes it powerful: ## Core Features **Advanced Dialing Technology** - State-of-the-art technology over analog telecom layer (not VoIP) for superior audio quality and better first hello answers - Power Dialer and Click-to-Call options for flexible calling approaches - Multi-line dialing capability (up to triple line dialer) - Complimentary caller ID whitelisting to avoid spam tagging **Comprehensive CRM Integration** - Industry-leading dialing interface with fully customizable experience - Organize data into lists, groups, and action plans - Automate prospecting lists and sales pipeline management - Group leads by outcomes, schedule appointments, create tasks **Built-in Tools & Features** - Call recording for quality assurance (optional add-on, 90-day retention) - Six high-quality data and lead sources in the U.S. - Prospecting Dashboard for setting goals and tracking progress - Mobile apps for on-the-go prospecting, caller ID, and door knocking - Assign action plans for drip email and follow-up campaigns ## Dialing Modes **Power Dialer Mode**: High-volume calling with multiple simultaneous lines, automated progression through your contact list, and configurable settings for maximum efficiency. **Click-to-Call Mode**: Manual, one-by-one dialing for more deliberate conversations when you need greater control over each interaction. The platform is designed for sales professionals who need a robust, reliable system for prospecting and lead management, combining powerful technology with user-friendly features to maximize your calling productivity.",5,2,
"13292","multiple users","Can multiple users on the same account dial at the same time?","2026-02-03T14:17:25.000Z","Closed","Yes, multiple users on the same Mojo account can dial at the same time, but you'll need the proper setup: **What You Need:** - Each user needs their own Agent Access License - Each user who wants to dial simultaneously needs their own separate Dialer License **How It Works:** - Agent Access Licenses give users access to the Mojo system - Dialer Licenses allow users to actually use the Power Dialer - Data products (like lead lists) are shared across all users on the same account **Example:** If you have 3 agents and want all of them to be able to dial at the same time, you would need: - 3 Agent Access Licenses (one per user) - 3 Dialer Licenses (one per simultaneous dialer user) **Shared Features:** - All users can access the same lead lists and data - Calling profiles can be shared between users - Activity streams show everyone's activities for better team coordination The pricing is flexible with no contracts and simple monthly billing, so you can adjust your licenses based on your team's needs.",5,2,
"13295","Missing a Call Recording for Gregory Seebaldt - checking with Andrew",,"2026-02-03T16:06:40.000Z","Closed","I can help you understand how call recordings work in Mojo and what might cause recordings to be missing. Call recordings in Mojo are automatically saved for calls that end with these specific results: - Contact - DNC Contact - DNC Number Here are the most common reasons why a call recording might be missing: **Possible Causes:** 1. **Call Result** - The call may have ended with a different result that doesn't trigger recording (like No Answer, Busy, etc.) 2. **Recording Feature Assignment** - The Call Recording feature may not have been assigned to the agent who made the call 3. **Audio Connection Issues** - Technical problems during the call could prevent proper recording **How to Check:** 1. **Verify the call result** in Gregory Seebaldt's contact record under the History section 2. **Confirm the agent had Call Recording enabled** during that dialing session 3. **Check the Call Recording Report** (Reports → Call Recording) for that specific date and agent **Where to Look for Recordings:** - Call Recording Report (Reports menu) - Individual contact record (Gregory Seebaldt's History section) **Important Notes:** - Recordings are automatically deleted after 90 days - The Call Recording feature needs to be specifically assigned to each agent - Feature changes take effect on the next dial session the agent begins If the call should have been recorded based on the result and the agent had the feature enabled, there may have been a technical issue during that specific call.",5,2,
"13293","Additional Dialer","Hello, We need to add 2 more dialers in Mojo, so we want to maximize the 3 dialers.","2026-02-03T14:34:18.000Z","Closed","To add additional dialers to your Mojo account, you'll need to contact Mojo support directly to upgrade your subscription. Mojo offers the ability to have up to 3 total dialers on an account. Here's how to get additional dialers added: **Contact Mojo Support:** - Reach out to the support team through your account portal - Request to add the additional dialers you need (up to 3 total) - They'll handle the subscription upgrade and billing adjustments **What to Expect:** - Each dialer operates independently - You can have different users on each dialer line - Billing will be adjusted to reflect the additional dialer subscriptions **Important Notes:** - The maximum is 3 dialers per account - Each additional dialer is a separate subscription fee - Setup is handled by the support team once you request the upgrade If you need help with the request process or have questions about pricing for additional dialers, the support team can provide those details when you contact them.",5,2,
"13291","Referred somebody outside of Refer-A-Friend, wants credit: she signed up for a SLD","<div class=""x_726216693column-title"" style=""box-sizing: border-box; line-height: 30px; padding-top: 16px; border-bottom: 1px solid rgb(239, 239, 239); margin-bottom: 18px; font-size: 15px; color: rgb(44, 44,","2026-02-03T14:16:54.000Z","Closed","I understand you referred someone who signed up for a Single License Deal (SLD) outside of the formal Refer-A-Friend program and you're looking to receive referral credit for this. While I can see this type of situation has come up before, I don't have the specific details about Mojo's referral credit policy for situations outside the standard Refer-A-Friend program in my available resources. For the best resolution, I'd recommend contacting Mojo support directly. They'll be able to review your specific situation, verify the referral details, and determine what referral credit may be available to you. You can reach them through your Mojo account or their support channels. They'll likely need information about when the person signed up, their contact details, and confirmation that you were the referring party to process any potential credit.",5,2,
"13281","Refund","Hi there, I added prematurely a 2nd dialer & call recording feature that didn't need to be added. Is there a possibility of getting a refund for since I do not need an extra dialer & call recording feature? Than","2026-02-02T22:14:48.000Z","Open","Mojo has different refund policies depending on the type of service: **For Dialer Subscriptions:** - When you remove services, changes take effect immediately with no prorated refund - Best practice is to wait until the day before your next bill date to remove services to maximize your paid time - Adding services are prorated based on your current billing cycle **For Data & Caller ID Services:** - Mojo does not provide refunds for early cancellations of data services - These services can be unsubscribed from, but without refund **To manage or cancel services:** 1. Click the Account icon in the bottom left corner of Mojo 2. Select ""Subscriptions"" from the left navigation panel 3. For Dialer services: Use the minus (-) icon to remove services 4. For Data/Caller ID services: Click the ""Unsubscribe"" button If you believe you have a special circumstance or billing error, you may want to contact Mojo support directly to discuss your specific situation, but the general policy is no refunds for removed or cancelled services.",2,2,
"13247","Feature Request - Map Management Reselect","Hi Mojo Team, I’d like to submit a feature request. When I’ve already mapped an area, I’d love the ability to reselect that exact same mapped area later, but apply different filters to it, without having to redraw the map. This would work similar to how “Manage Mapping” functions in N","2026-02-01T18:28:38.000Z","Closed","I understand you'd like the ability to reselect previously mapped areas and apply different filters without having to redraw the map boundaries. This would function similarly to the ""Manage Mapping"" feature in Neighborhood Search, where you could return to the same farm area but adjust criteria like price range, beds/baths, equity, or absentee ownership for more targeted prospecting. This is indeed a valuable feature request that would save time and improve efficiency for users who work the same geographic areas with different targeting strategies. While I don't see this feature currently available in the system, your request has been noted. Feature requests like this help Mojo prioritize development based on user needs. In the meantime, you would need to redraw your map areas when you want to apply different filters to the same geographic region. Is there a particular workflow or frequency where this feature would be most beneficial for your prospecting activities?",5,2,
"13289","Fwd: 491731",,"2026-02-03T13:43:05.000Z","Closed","I see you've referenced ticket 491731, but I don't have the specific details or content of that ticket in my current information. Could you please provide more details about what specific issue or question you need help with? This will allow me to give you the most accurate and helpful assistance with your Mojo Dialer concern.",0,2,
"13288","Contact Form Support",,"2026-02-03T08:37:22.000Z","Closed",,0,0,"fetch failed"
"13287","Contact Form Support",,"2026-02-03T01:23:58.000Z","Closed",,0,0,"fetch failed"
"13286","8016035885","Hi, I'm calling this number and they text me back to stop but when I look it up in Mojo I can't find it. Can you help me find it, remove it, and understand why it's not coming up in the search? 8016035885 <div","2026-02-03T00:34:11.000Z","Closed",,0,0,"fetch failed"
"13285","Re: Mojo Whitelisting Submission Rejected",,"2026-02-02T23:53:14.000Z","Closed",,0,0,"fetch failed"
"13284","(No Subject)",,"2026-02-02T23:31:53.000Z","Closed",,0,0,"fetch failed"
"13282","URGENT: Dialer Not Connecting Calls – Account 613954","Hello Mojo Support Team, I am writing to request urgent assistance regarding Account ID 613954 . The account has already successfully subscr","2026-02-02T22:37:41.000Z","Closed",,0,0,"fetch failed"
"13277","Caller ID Routing Set Up","We are starting to dial with a caller ID and also Mojo Voice. The problem is that on my understanding the callbacks would route back to this same number since we are using Mojo Voice, but this is not happening. How can we fix this?","2026-02-02T21:00:41.000Z","Closed",,0,0,"fetch failed"
"13279","Contact Form Support",,"2026-02-02T21:42:32.000Z","Closed",,0,0,"fetch failed"
"13275","Account Billing",,"2026-02-02T20:16:18.000Z","Closed",,0,0,"fetch failed"
"13278","Neighborhood mapping","Hello When selecting a plot 4329 contacts searched and ONLY 33 matching filter ... it doesn't sounds right","2026-02-02T21:09:07.000Z","Closed",,0,0,"fetch failed"
"13274","login issue","Hi, I’m unable to access my Mojo account on app1061.mojosells.com without using a VPN. The page times out (ERR_CONNECTION_TIMED_OUT), but it works fine when connected via VPN. It seems my ISP is blocking or not routing this subdomain properly.</","2026-02-02T19:59:03.000Z","Closed",,0,0,"fetch failed"
"13273","MOJO Call Recording",,"2026-02-02T19:56:30.000Z","Closed",,0,0,"fetch failed"
"13272","557714",,"2026-02-02T19:39:54.000Z","Closed",,0,0,"fetch failed"
"13252","Do not charge February",,"2026-02-02T05:17:33.000Z","Closed",,0,0,"fetch failed"
"13271","Mojo FSBO Service","Hi Kyle, It was good speaking with you earlier regarding your FSBO leads. As we discussed, th","2026-02-02T19:09:59.000Z","Closed",,0,0,"fetch failed"
"13270","Incoming Calls","Hello, I am curious if there is a way to see if an incoming call to my phone is coming from a MOJO lead. When I call leads I have my personal number as the routing number when someone returns a missed call. However, when I get a call like this I am unsure who is cal","2026-02-02T18:55:06.000Z","Closed",,0,0,"fetch failed"
"13269","tcpa 3 line dialer","just got the three line dialer it's tcpa approved right? like can I use it without getting into trouble? is it considered automatic dialer?","2026-02-02T18:32:25.000Z","Closed",,0,0,"fetch failed"
"13268","Fwd: Refund Request – Mojo Subscription Purchased Online",,"2026-02-02T17:13:17.000Z","Closed",,0,0,"fetch failed"
"13267","White List issue","Hi, I'm getting this error "" Your Whitelisting submission was rejected. This is often a result of an incorrect formatting of the Caller ID Registration Name."" <br","2026-02-02T17:01:17.000Z","Closed",,0,0,"fetch failed"
"13266","Mojo Dropped me 2 times this morning in dialing session","Mojo dropped me 2 times this morning in the dialing session - moving now to other dialing solution, please address the problem - was dialing from a land line as well","2026-02-02T16:53:34.000Z","Closed",,0,0,"fetch failed"
"13264","New Form Submission","Hi, Why was I being charged for 2 Agents? I'm the only user on","2026-02-02T15:36:07.000Z","Closed",,0,0,"fetch failed"
"13263","Data reactivation","When trying to reactivate Expired Data for NEVADA Greater Las Vegas Association that lapsed on 01/28/2026 User encountered an the following issue ""an error has occurred please try again if the issue persists to call in to Mojo""","2026-02-02T15:20:31.000Z","Closed",,0,0,"fetch failed"
"13233","Contact Form Support",,"2026-01-30T22:50:05.000Z","Closed",,0,0,"fetch failed"
"13261","Account 283299",,"2026-02-02T14:30:43.000Z","Closed",,0,0,"fetch failed"
"13262","cancellation Customer Account Number: 795842",,"2026-02-02T14:48:05.000Z","Closed",,0,0,"fetch failed"
"13245","Questions about system",,"2026-02-01T16:27:49.000Z","Closed",,0,0,"fetch failed"
"13237","MLS Request","https://armls.flexmls.com/ Kr367 Vikings..887!","2026-01-31T05:06:09.000Z","Closed",,0,0,"fetch failed"
"13250","Re: Mojo Dialing Solutions",,"2026-02-02T01:07:27.000Z","Closed",,0,0,"fetch failed"
"13253","trouble with mojo voice","I purchased Mojo Voice and im not sure how to set it up. Do you need to have a single or triple line dialer to use it ? i thought it just worked as a direct phone system. Am i misunderstanding ?","2026-02-02T12:54:28.000Z","Open",,0,0,"fetch failed"
"13260","Fwd: Mojo Caller ID",,"2026-02-02T13:46:45.000Z","Closed",,0,0,"fetch failed"
"13259","Fwd: My account",,"2026-02-02T13:46:31.000Z","Closed",,0,0,"fetch failed"
"13257","Fwd: Fw:please refund, i down graded on the 31st Mojo Dialing Solutions",,"2026-02-02T13:39:03.000Z","Closed",,0,0,"fetch failed"
"13256","settings","Hi I have imported .csv file = NEW LEADS but can not set up or see it - in the map fields to select fields?? Please help with the set up, thank you, Gina","2026-02-02T13:04:36.000Z","Closed",,0,0,"fetch failed"
"13255","NEIGHBORHOOD SEARCH BY ZIP CODE 33067",,"2026-02-02T13:02:06.000Z","Closed",,0,0,"fetch failed"
"13254","Fwd: Pending events from Mojo calendar",,"2026-02-02T13:00:14.000Z","Closed",,0,0,"fetch failed"
"13249","referral","Do you guys offer referral bonuses? I sent John McCormack from Florida your way.","2026-02-01T20:26:38.000Z","Closed",,0,0,"fetch failed"
"13248","Contact Form Support",,"2026-02-01T19:22:32.000Z","Closed",,0,0,"fetch failed"
"13246","Contact Form Support",,"2026-02-01T16:39:05.000Z","Closed",,0,0,"fetch failed"
"13203","Contact Form Support",,"2026-01-29T23:22:08.000Z","Closed",,0,0,"fetch failed"
"13243","Contact Form Support",,"2026-01-31T22:56:23.000Z","Closed",,0,0,"fetch failed"
"13242","Caller ID","Can I drop down to one dialer, but add 2 caller ID Subscriptions?","2026-01-31T22:13:29.000Z","Closed",,0,0,"fetch failed"
"13241","Mojo account",,"2026-01-31T14:51:28.000Z","Closed",,0,0,"fetch failed"
"13240","Integration Partnership Request — Real Estate OS + Mojo Dialer",,"2026-01-31T11:39:48.000Z","Closed",,0,0,"fetch failed"
"13238","Collaboration Proposal: Free Video Review + Mutual Promotion",,"2026-01-31T05:23:18.000Z","Closed",,0,0,"fetch failed"
"13239","Collaboration Proposal: Free Video Review + Mutual Promotion",,"2026-01-31T05:23:28.000Z","Closed",,0,0,"fetch failed"
"13236","Contact Form Support",,"2026-01-31T00:07:14.000Z","Closed",,0,0,"fetch failed"
"13236","Contact Form Support",,"2026-01-31T00:07:14.000Z","Closed",,0,0,"fetch failed"
"13235","Potomac Custom Remodeling: API Instructions to post leads to Mojo","Hi there, My name is Cole Bridge and I'm reaching out for Potomac Custom Remodeling. We are a lead validation + routing platform and the PCR team wants us to post leads into Mojo Dialer, but I don't see any open API. Is it possible to post leads into Mojo Dialer via API fro","2026-01-30T23:50:43.000Z","Closed",,0,0,"fetch failed"
"13234","Contact Form Support",,"2026-01-30T23:39:37.000Z","Closed",,0,0,"fetch failed"
"13232","Contact Form Support",,"2026-01-30T22:46:01.000Z","Closed",,0,0,"fetch failed"
"13231","Contact Form Support",,"2026-01-30T22:36:52.000Z","Closed",,0,0,"fetch failed"
"13229","Number spam likely","Hello. I need help rewhitelisting my numbers. My contact rate hasn't been the best, so I called my friends. On AT&T it's showing up as spam likely and on T-Mobile it's not showing any caller ID. My numbers are whitelisted by Mojo please see the image down b","2026-01-30T22:29:00.000Z","Closed",,0,0,"fetch failed"
"13219","DNC in CSV","Hello! We have a CSV to import and some of the numbers are listed as DNC. (Has DNC next to the number in the spreadsheet from Remine). The contacts in Mojo do not identify them as DNC after import - how do we fix this?","2026-01-30T17:39:02.000Z","Closed",,0,0,"fetch failed"
"13217","Caller ID is Registering as Mojo Selling Solutions",,"2026-01-30T16:50:37.000Z","Open",,0,0,"fetch failed"
"13223","Account",,"2026-01-30T19:00:41.000Z","Closed",,0,0,"fetch failed"
"13224","need help uploading lists","Hello I used to have my own mojo account and exported a few of the lists that I had. Now I am on a team and would like to upload these lists into my new account / profile for me to have (not other team members). I need assistance doing these to ensure my previous notes from my calls also upload","2026-01-30T19:02:42.000Z","Closed",,0,0,"fetch failed"
"13228","Property Status not updated.","17037 El Mirador Rancho Santa Fe, CA 92067 is active in mojo. They say the mls has it listed in June and expired in August 2025. They also see that an email was sent back in 2/25 and the name sh","2026-01-30T21:08:29.000Z","Closed",,0,0,"fetch failed"
"13227","No FRBOs - Loudoun County VA",,"2026-01-30T20:22:16.000Z","Closed",,0,0,"fetch failed"
