ticketNumber,subject,description,createdTime,status,botResponse,kbSourcesCount,ticketSourcesCount,error
"13303","Dialer not working","power dialer configuration problem also not getting sounds or voice please resolve this issue assap","2026-02-03T17:36:49.000Z","Closed","I can help you troubleshoot dialer issues. Here are the most common solutions: ## Audio/Voice Problems If you're experiencing call quality issues or can't hear audio: 1. **Check browser permissions**: Your browser needs microphone access. When you launch a dial session, accept the microphone permission prompt 2. **Verify headset connections**: Double-check that your headset and microphone are properly connected 3. **Test audio settings**: In the dialer interface, you can select your preferred microphone and headset, then test your audio connection 4. **Browser compatibility**: Ensure you're using Google Chrome, Mozilla Firefox, Safari, or Microsoft Edge ## Power Dialer Configuration Issues If the dialer won't start or configure properly: 1. **Check prerequisites**: - Account subscription is active - Dialer settings are configured - Data has been imported to your account 2. **Connection methods**: Try both connection options: - Wait for incoming call at your specified number - Call the provided phone number and enter your PIN ## Getting Started Steps 1. Select your Property List, Calling List, or Group 2. Click the Power Dialer button 3. Configure your call settings and Easy Calling Mode 4. Apply any optional filters 5. Click Start Dialing 6. Connect using one of the connection methods above ## Mojo Voice Specific Issues If you're using Mojo Voice ($30/month add-on): - Enable Mojo Voice in the dialer setup screen - Grant browser microphone permissions - Test your audio connection before starting What specific issue are you experiencing? Are you getting error messages, having audio problems, or is the dialer not connecting at all?",5,2,
"13302","Do not call scrubbing","Can I scrub a list looking for DNC numbers on a list that Import?","2026-02-03T17:34:12.000Z","Closed","## Do Not Call Scrubbing in Mojo Mojo provides comprehensive DNC scrubbing capabilities to help you manage your Do Not Call list effectively. Here's how to work with DNC scrubbing: ### Accessing DNC Scrubbing 1. Click **Settings** on the bottom left of your Mojo screen 2. Click **Do Not Call** on the left menu 3. Click the **DNC Scrubbing** link ### Adding Numbers to DNC **To add a single number:** 1. Scroll to the bottom of the DNC Scrubbing page 2. Click the **Add Number** button 3. Enter the phone number in the text field 4. Click **Add** to confirm **To import a file of numbers:** 1. Click **Import DNC List** 2. Click **Choose File** and select your file (must be less than 5MB) 3. Check the box if the first line is a header 4. Select the appropriate file format 5. Use the dropdown menu(s) to choose the header(s) for the phone column(s) 6. Click **Import** ### Searching Your DNC List - Enter the phone number in the **Search By Phone Number** field to locate specific records - Use the 3 vertical dots next to results to **Preview** the lead or **Restore** the number ### Removing Numbers from DNC 1. Enter the phone number in the Search field to locate your record(s) 2. Select the record(s) you wish to restore 3. Click the **3-dot menu** in the top right of the display 4. Click **Restore From DNC** to confirm ### Adding Contacts from Data & Dialer You can also move contacts to DNC directly from the Data & Dialer screen: 1. Navigate to **Data & Dialer** 2. Select one or more contacts 3. Either click **Move to** at the bottom and select **Move to DNC**, or right-click and choose **Move to DNC** 4. Select the phone numbers you want to add to DNC 5. Click **OK** to confirm Once contacts are on your DNC list, the system will prevent these numbers from importing again and block outbound calls to these numbers.",5,2,
"13296","expired data","I have done what the article says and there is still zero expired data showing up... I just purchased it .","2026-02-03T16:19:38.000Z","Closed","# Mojo Expired Data Mojo Expired Data is a premium lead service that provides you with off-market property leads, including **Expired, Cancelled, and Withdrawn listings**, delivered directly to your Mojo Dialer. ## How It Works **Target Area Setup:** - Select up to a 50-mile radius (as the crow flies) within your MLS area - Choose specific cities/zip codes you want to target **Data Delivery:** - Get up to 12 months of historical Expired and Off-Market data immediately upon purchase (if available) - Receive automatic daily updates each morning around 7am in your local time - New data posts directly to your Mojo account in the Properties list under the Data and Dialer section - Leads are automatically sorted into specific lists based on listing status **Smart Status Tracking:** - Your existing data is continually updated when listing statuses change - For example, if a property changes from Expired to Active, it automatically moves to an Active list ## Pricing $50 per month per MLS ## How to Subscribe 1. **Navigate to Leadstore** - Click ""Leadstore"" on the left side of your screen 2. **Select the service** - Click ""Subscribe"" next to Expired Data 3. **Configure your area:** - Choose your State - Select your MLS - If your MLS isn't listed, there's a button to request it 4. **Complete setup** and payment information ## Where to Find Your Data After subscribing, look for your expired data in: - **Properties Lists** inside the Mojo Data/Dialer area - Data is organized into specific lists based on listing status (Expired, Cancelled, Withdrawn) ## Common Issues **No data showing up?** - Data pushes happen daily around 7am local time - if you subscribed after the daily push, wait until the next morning - Verify you selected the correct MLS during setup - Check that your subscription payment processed successfully - Make sure to refresh your browser The service keeps you ahead of competitors with daily updates on listing status changes, helping you maximize productivity and close more deals.",5,2,
"13226","Map Mode Question","PIN: 754196 <span style=""font-family: Helve","2026-01-30T19:22:16.000Z","Closed","Map Mode in Mojo displays contacts that have valid address information, whether they are residential or business addresses. Both types of addresses will show up on the map as long as the address data is complete and can be geocoded to a specific location. If you're experiencing issues where Map Mode isn't working despite having correct property addresses, here are some troubleshooting steps: **Common Solutions:** 1. **Check address completeness** - Ensure all address fields are filled out (street, city, state, zip) 2. **Verify address format** - Make sure addresses follow standard formatting 3. **Data refresh** - Try refreshing the page or logging out and back in 4. **Browser compatibility** - Ensure you're using a supported browser with location services enabled **For Data Import Issues:** If you imported the addresses and they're not showing on the map, the issue might be in how the address fields were mapped during import: - During Step 3 of import (Map Your Fields), make sure address fields are properly mapped to the correct Mojo address fields - Use separate fields for street, city, state, and zip when possible for better geocoding accuracy If your addresses appear correct but Map Mode still isn't working, this may require technical support to investigate the specific data formatting or account configuration.",5,2,
"13299","Callback forward change","Hi, how do i change the routing number to the Mojo caller ID number so that the callbacks are forwarded to the Mojo caller ID number instead of my number?","2026-02-03T16:40:03.000Z","Closed","To change your callback forwarding so that callbacks go to your Mojo caller ID number instead of your personal number, you'll need to set up call forwarding within your Mojo system. Here's how to make this change: **Access Your Settings:** 1. Log into your Mojo account 2. Navigate to your account settings or phone number management section **Update Callback Routing:** 1. Look for callback forwarding or call routing options 2. Change the forwarding destination from your personal number to your Mojo caller ID number 3. Save the changes **Alternative Options:** - You may also want to consider purchasing an additional Mojo number specifically for callbacks if you need more control over call routing - This allows you to have dedicated agents answer callbacks on a separate line If you're having trouble locating these settings in your account, I recommend contacting Mojo support directly as callback forwarding configurations can vary based on your specific account setup and subscription level. They can walk you through the exact steps for your particular configuration. The goal is to ensure that when prospects call back the number they see on their caller ID, it routes to the number you prefer rather than your personal line.",5,2,
"13258","Fwd: Problem with money taken from account",,"2026-02-02T13:43:20.000Z","Closed","I understand you're having an issue with money being taken from your account. To help resolve billing concerns, I'll need to direct you to the proper support channels since billing issues require account-specific review. **For billing and payment issues, please:** 1. **Submit a support ticket** through your Mojo account - this ensures your account information is securely linked to your inquiry 2. **Contact Mojo support directly** - they can review your specific billing history and resolve payment concerns **To manage your subscriptions:** - Log into your Mojo account - Click ""Account"" (top right) - Select ""Subscriptions"" tab to view your current billing status **If you need to cancel your subscription:** - This must be done within your Mojo account using a computer - Go to Account > Subscriptions > Cancel button - Email, phone, or ticket cancellation requests cannot be processed **Account security reminder:** Never share your Mojo login credentials, as you're responsible for all account activity including unauthorized purchases. The support team will be able to investigate the specific charges and help resolve any billing discrepancies. They have access to your payment history and can provide detailed explanations of any transactions.",5,2,
"13298","Integration with Sierra",,"2026-02-03T16:30:31.000Z","Closed","I don't have specific information about integrating Mojo Dialer with Sierra in our knowledge base. However, Mojo does offer several integration options: **Current Available Integrations:** - Follow Up Boss (CRM) - Zapier (connects to hundreds of apps) - MailChimp (email marketing) - Approved lead vendors for one-way data posting **Premium Integrations** (with direct access via iFrame): - Boomtown CRM - Real Geeks CRM **Standard Integrations** (API-based data push/pull): - Follow Up Boss - MailChimp If Sierra isn't among the current integrations, you may want to: 1. Contact Mojo support at 877-859-6656 to inquire about Sierra integration possibilities 2. Check if Sierra can connect through Zapier, which integrates with hundreds of different apps 3. Ask if Sierra is being considered for future integration development The support team would have the most current information about new integrations in development or custom integration options that might be available.",5,2,
"13283","Help with email font","Hello, My email template titled Step 14 S0 Action Plan is giving me problems with the font. No matter what font I change it to, when I send a test email, it looks like it was written with a typewriter. How can I fix this?","2026-02-02T23:03:52.000Z","Closed","Here's how to fix font issues in your email templates: **Editing Your Email Template Font:** 1. Navigate to **Settings** at the bottom left of your screen 2. Select **Email** from the left menu 3. Choose **Templates** 4. Find and open your ""Step 14 S0 Action Plan"" template **Fixing the Font Display:** 1. Click on the text block that's showing the typewriter-like font 2. Use the **font and size options** displayed above the text block to: - Select your preferred font family - Adjust the font size - Apply any other formatting needed 3. After making changes, click the **green Save button** **Testing Your Changes:** 1. Send a **test email** to verify the font displays correctly 2. If it still appears like typewriter text, try: - Selecting a different font from the dropdown - Clearing any copied formatting by retyping the text directly - Using the text formatting toolbar to override any inherited styles **Common Font Issues:** - Sometimes copied text brings hidden formatting that overrides your template settings - Try manually typing your content instead of copying/pasting - Ensure you're selecting web-safe fonts that display consistently across email clients The font formatting should apply immediately when you save the template. If you're still having issues after trying these steps, the problem might be with how the text was originally entered into the template.",5,2,
"13297","Mojo Dialer",,"2026-02-03T16:20:38.000Z","Closed","Mojo Dialer is a comprehensive prospecting and sales platform designed to elevate your business and take your follow-up to the next level. Here's what makes it powerful: ## Core Features **Advanced Dialing Technology** - State-of-the-art technology over analog telecom layer (not VoIP) for superior audio quality and better first hello answers - Power Dialer and Click-to-Call options for flexible calling approaches - Multi-line dialing capability (up to triple line dialer) - Complimentary caller ID whitelisting to avoid spam tagging **Comprehensive CRM Integration** - Industry-leading dialing interface with fully customizable experience - Organize data into lists, groups, and action plans - Automate prospecting lists and sales pipeline management - Group leads by outcomes, schedule appointments, create tasks **Built-in Tools & Features** - Call recording for quality assurance (optional add-on, 90-day retention) - Six high-quality data and lead sources in the U.S. - Prospecting Dashboard for setting goals and tracking progress - Mobile apps for on-the-go prospecting, caller ID, and door knocking - Assign action plans for drip email and follow-up campaigns ## Dialing Modes **Power Dialer Mode**: High-volume calling with multiple simultaneous lines, automated progression through your contact list, and configurable settings for maximum efficiency. **Click-to-Call Mode**: Manual, one-by-one dialing for more deliberate conversations when you need greater control over each interaction. The platform is designed for sales professionals who need a robust, reliable system for prospecting and lead management, combining powerful technology with user-friendly features to maximize your calling productivity.",5,2,
"13292","multiple users","Can multiple users on the same account dial at the same time?","2026-02-03T14:17:25.000Z","Closed","Yes, multiple users on the same Mojo account can dial at the same time, but you'll need the proper setup: **What You Need:** - Each user needs their own Agent Access License - Each user who wants to dial simultaneously needs their own separate Dialer License **How It Works:** - Agent Access Licenses give users access to the Mojo system - Dialer Licenses allow users to actually use the Power Dialer - Data products (like lead lists) are shared across all users on the same account **Example:** If you have 3 agents and want all of them to be able to dial at the same time, you would need: - 3 Agent Access Licenses (one per user) - 3 Dialer Licenses (one per simultaneous dialer user) **Shared Features:** - All users can access the same lead lists and data - Calling profiles can be shared between users - Activity streams show everyone's activities for better team coordination The pricing is flexible with no contracts and simple monthly billing, so you can adjust your licenses based on your team's needs.",5,2,
"13295","Missing a Call Recording for Gregory Seebaldt - checking with Andrew",,"2026-02-03T16:06:40.000Z","Closed","I can help you understand how call recordings work in Mojo and what might cause recordings to be missing. Call recordings in Mojo are automatically saved for calls that end with these specific results: - Contact - DNC Contact - DNC Number Here are the most common reasons why a call recording might be missing: **Possible Causes:** 1. **Call Result** - The call may have ended with a different result that doesn't trigger recording (like No Answer, Busy, etc.) 2. **Recording Feature Assignment** - The Call Recording feature may not have been assigned to the agent who made the call 3. **Audio Connection Issues** - Technical problems during the call could prevent proper recording **How to Check:** 1. **Verify the call result** in Gregory Seebaldt's contact record under the History section 2. **Confirm the agent had Call Recording enabled** during that dialing session 3. **Check the Call Recording Report** (Reports → Call Recording) for that specific date and agent **Where to Look for Recordings:** - Call Recording Report (Reports menu) - Individual contact record (Gregory Seebaldt's History section) **Important Notes:** - Recordings are automatically deleted after 90 days - The Call Recording feature needs to be specifically assigned to each agent - Feature changes take effect on the next dial session the agent begins If the call should have been recorded based on the result and the agent had the feature enabled, there may have been a technical issue during that specific call.",5,2,
"13293","Additional Dialer","Hello, We need to add 2 more dialers in Mojo, so we want to maximize the 3 dialers.","2026-02-03T14:34:18.000Z","Closed","To add additional dialers to your Mojo account, you'll need to contact Mojo support directly to upgrade your subscription. Mojo offers the ability to have up to 3 total dialers on an account. Here's how to get additional dialers added: **Contact Mojo Support:** - Reach out to the support team through your account portal - Request to add the additional dialers you need (up to 3 total) - They'll handle the subscription upgrade and billing adjustments **What to Expect:** - Each dialer operates independently - You can have different users on each dialer line - Billing will be adjusted to reflect the additional dialer subscriptions **Important Notes:** - The maximum is 3 dialers per account - Each additional dialer is a separate subscription fee - Setup is handled by the support team once you request the upgrade If you need help with the request process or have questions about pricing for additional dialers, the support team can provide those details when you contact them.",5,2,
"13291","Referred somebody outside of Refer-A-Friend, wants credit: she signed up for a SLD","<div class=""x_726216693column-title"" style=""box-sizing: border-box; line-height: 30px; padding-top: 16px; border-bottom: 1px solid rgb(239, 239, 239); margin-bottom: 18px; font-size: 15px; color: rgb(44, 44,","2026-02-03T14:16:54.000Z","Closed","I understand you referred someone who signed up for a Single License Deal (SLD) outside of the formal Refer-A-Friend program and you're looking to receive referral credit for this. While I can see this type of situation has come up before, I don't have the specific details about Mojo's referral credit policy for situations outside the standard Refer-A-Friend program in my available resources. For the best resolution, I'd recommend contacting Mojo support directly. They'll be able to review your specific situation, verify the referral details, and determine what referral credit may be available to you. You can reach them through your Mojo account or their support channels. They'll likely need information about when the person signed up, their contact details, and confirmation that you were the referring party to process any potential credit.",5,2,
"13281","Refund","Hi there, I added prematurely a 2nd dialer & call recording feature that didn't need to be added. Is there a possibility of getting a refund for since I do not need an extra dialer & call recording feature? Than","2026-02-02T22:14:48.000Z","Open","Mojo has different refund policies depending on the type of service: **For Dialer Subscriptions:** - When you remove services, changes take effect immediately with no prorated refund - Best practice is to wait until the day before your next bill date to remove services to maximize your paid time - Adding services are prorated based on your current billing cycle **For Data & Caller ID Services:** - Mojo does not provide refunds for early cancellations of data services - These services can be unsubscribed from, but without refund **To manage or cancel services:** 1. Click the Account icon in the bottom left corner of Mojo 2. Select ""Subscriptions"" from the left navigation panel 3. For Dialer services: Use the minus (-) icon to remove services 4. For Data/Caller ID services: Click the ""Unsubscribe"" button If you believe you have a special circumstance or billing error, you may want to contact Mojo support directly to discuss your specific situation, but the general policy is no refunds for removed or cancelled services.",2,2,
"13247","Feature Request - Map Management Reselect","Hi Mojo Team, I’d like to submit a feature request. When I’ve already mapped an area, I’d love the ability to reselect that exact same mapped area later, but apply different filters to it, without having to redraw the map. This would work similar to how “Manage Mapping” functions in N","2026-02-01T18:28:38.000Z","Closed","I understand you'd like the ability to reselect previously mapped areas and apply different filters without having to redraw the map boundaries. This would function similarly to the ""Manage Mapping"" feature in Neighborhood Search, where you could return to the same farm area but adjust criteria like price range, beds/baths, equity, or absentee ownership for more targeted prospecting. This is indeed a valuable feature request that would save time and improve efficiency for users who work the same geographic areas with different targeting strategies. While I don't see this feature currently available in the system, your request has been noted. Feature requests like this help Mojo prioritize development based on user needs. In the meantime, you would need to redraw your map areas when you want to apply different filters to the same geographic region. Is there a particular workflow or frequency where this feature would be most beneficial for your prospecting activities?",5,2,
"13289","Fwd: 491731",,"2026-02-03T13:43:05.000Z","Closed","I see you've referenced ticket 491731, but I don't have the specific details or content of that ticket in my current information. Could you please provide more details about what specific issue or question you need help with? This will allow me to give you the most accurate and helpful assistance with your Mojo Dialer concern.",0,2,
"13286","8016035885","Hi, I'm calling this number and they text me back to stop but when I look it up in Mojo I can't find it. Can you help me find it, remove it, and understand why it's not coming up in the search? 8016035885 <div","2026-02-03T00:34:11.000Z","Closed","I can help you locate and manage that number (8016035885) in your Mojo Dialer system. Here are the ways to find this number: **Search Methods:** 1. **Global Search** - Use the search bar at the top of your dashboard and enter the full number 2. **Advanced Search** - Go to your contact list and use filters to search by phone number 3. **Campaign Search** - Check within specific campaigns where this number might be loaded **If the number isn't showing up in search:** - It might be in a different campaign than you're currently viewing - Check if you're searching with or without formatting (try both 8016035885 and (801) 603-5885) - The number could be in an archived or inactive campaign **To remove/suppress the number:** 1. Once you locate it, you can add it to your suppression list 2. Go to your suppression settings and manually add the number 3. This will prevent future calls to this contact **Why it might not appear in search:** - Different phone number formatting - Number exists in a campaign you don't have access to - Contact was already removed but not properly suppressed Try searching with different formats of the number first. If you still can't locate it, the number might need to be added directly to your suppression list to prevent future contact attempts.",0,1,
"13285","Re: Mojo Whitelisting Submission Rejected",,"2026-02-02T23:53:14.000Z","Closed","I can help you with whitelisting submission rejections. Here are the most common reasons why whitelisting submissions get rejected and how to resolve them: ## Common Rejection Reasons & Solutions: **Caller ID Registration Name Format Issues:** - The name must follow specific formatting guidelines provided on the whitelisting page - Make sure you're using the exact format shown in the examples - Avoid special characters, abbreviations, or informal names **Incomplete Information:** - Ensure all required fields are filled out completely - Double-check that your phone number is entered correctly - Verify you've agreed to all terms and conditions **Number Already in Process:** - If your number is already being processed by another service, it may be rejected - Wait for any existing whitelisting processes to complete before resubmitting ## How to Resubmit: 1. **Navigate to Settings** from the bottom left of your Mojo dashboard 2. **Select Caller ID/Mojo Caller ID** from the left menu 3. **Find your number** and click the Submit button under the Whitelisted column 4. **Carefully review the format requirements** for the Caller ID Registration Name 5. **Enter the name following the exact guidelines** shown on the page 6. **Check the agreement box** and click Save ## Important Notes: - The registration name appears to approximately 10-15% of your contacts - Its primary purpose is to identify your number as trusted to phone carriers - Full whitelisting typically takes around 8 days to complete - Your number will be color-coded to show its current whitelisting status If you continue to experience rejections after following the proper format, please check that your number isn't already whitelisted or in process with another provider.",5,2,
"13284","(No Subject)",,"2026-02-02T23:31:53.000Z","Closed","I'd be happy to help you with Mojo Dialer! It looks like you didn't include a specific question in your message. What would you like assistance with today? I can help you with things like: - Importing contacts and data - Setting up caller ID and voicemail - Managing your activities and schedule - Account settings and profile photos - General navigation and features Just let me know what you need help with and I'll provide detailed guidance!",5,2,
"13282","URGENT: Dialer Not Connecting Calls – Account 613954","Hello Mojo Support Team, I am writing to request urgent assistance regarding Account ID 613954 . The account has already successfully subscr","2026-02-02T22:37:41.000Z","Closed","I understand you're experiencing an urgent issue with your dialer not connecting calls on Account 613954, even though your dialer subscription is active. This is a frustrating situation, and I'll help you troubleshoot this. Here are the immediate steps to resolve dialer connection issues: **First, verify your connection method:** 1. **Check your dialing server connection** - When you start a calling session, you need to connect to the dialing server using one of these methods: - Wait for an incoming call at your specified number (if using the ""Call Me"" feature) - Call the provided phone number and enter your PIN when prompted 2. **Restart your calling session:** - Navigate to Data & Dialer - Select your target list - Click the Power Dialer button - Configure your call settings - Click ""Start Dialing"" - Ensure you properly connect to the dialing server **Additional troubleshooting steps:** - Close and restart your browser completely - Try using a different browser - Clear your browser cache and cookies - Check that you're logged in as the account owner - Verify your internet connection is stable - If using the ""Call Me"" feature, ensure the phone number in your account is correct and available **If the issue persists:** Since this is an urgent matter affecting your active subscription, and basic troubleshooting hasn't resolved it after 2+ hours, this may require technical investigation of your specific account setup or server connectivity. Try the connection steps above first, and if you're still unable to connect, this will need immediate technical support attention to check your account configuration and server connectivity status.",5,2,
"13277","Caller ID Routing Set Up","We are starting to dial with a caller ID and also Mojo Voice. The problem is that on my understanding the callbacks would route back to this same number since we are using Mojo Voice, but this is not happening. How can we fix this?","2026-02-02T21:00:41.000Z","Closed","When using Mojo Voice with a Caller ID, callbacks should automatically route back to your Mojo Voice number. If this isn't happening, here's how to resolve the routing issue: ## Check Your Caller ID Configuration 1. **Access Settings** - Click Settings in the bottom left corner of your Mojo dashboard 2. **Navigate to Caller ID** - Select ""Caller ID/Mojo Caller ID"" from the menu 3. **Verify Setup** - Ensure your caller ID is properly configured and verified ## Mojo Voice Callback Routing When using Mojo Voice ($30/month), callbacks should route directly through the Mojo system. If they're not routing correctly: 1. **Confirm Mojo Voice is Active** - Check that your Mojo Voice subscription is active and properly configured 2. **Verify Caller ID Association** - Make sure your caller ID is properly linked to your Mojo Voice line 3. **Check Integration Settings** - Ensure the caller ID and Mojo Voice are configured to work together ## Troubleshooting Steps If callbacks still aren't routing properly: - **Contact Support** - Since this involves the technical integration between Mojo Voice and your caller ID routing, you'll need Mojo support to check the backend configuration - **Verify Phone Settings** - Ensure your phone settings aren't blocking or redirecting calls - **Test the Setup** - Make a test call and have someone call back to verify the routing The routing should work automatically once both services are properly configured together. If the issue persists after checking these settings, Mojo support will need to examine your account's specific routing configuration.",5,2,
"13275","Account Billing",,"2026-02-02T20:16:18.000Z","Closed","I can help you with account billing questions for Mojo. Here are the main billing-related topics: ## Managing Your Subscriptions You can view and manage all your billing subscriptions in one place: 1. Click the **Account** icon in the bottom left corner of Mojo 2. Select **Subscriptions** from the left navigation panel 3. You'll see your Dialer Subscription at the top and any Mojo Data or Caller ID subscriptions at the bottom ## Modifying Your Dialer Subscription **To add services:** - Click the plus (+) icon next to your subscription - Costs are prorated based on your current billing cycle **To remove services:** - Click the minus (-) icon next to your subscription - Changes take effect immediately with no prorated refund - Best practice: Wait until the day before your next bill date to remove services to maximize your paid time ## Adding Agents/Users The number of agents you can add depends on how many Mojo CRM login monthly subscriptions you've purchased: 1. Log in with the owner account 2. Select **Account** towards the top right 3. Click the **Subscriptions** tab 4. Click **Add** next to ""Mojo CRM (Users)"" 5. Enter the agent's unique email address and assign features 6. Click **Create** to confirm the purchase ## Account Cancellation All cancellations must be done within your Mojo account using a computer: 1. Log in as the account owner 2. Select **Account** (top right) 3. Select the **Subscriptions** tab 4. Click the **Cancel** button 5. Follow the on-screen instructions Your cancellation takes effect after your next billing date, and you can continue using the platform until then. What specific billing question do you have?",5,2,
"13278","Neighborhood mapping","Hello When selecting a plot 4329 contacts searched and ONLY 33 matching filter ... it doesn't sounds right","2026-02-02T21:09:07.000Z","Closed","Neighborhood Search is Mojo's powerful geographical search tool that gives you access to the entire U.S. residential database for creating targeted calling lists. Here's how to use the mapping features: ## Getting Started 1. **Purchase access** through the Lead Store by clicking ""Buy Now"" to set up your subscription 2. **Launch the tool** by clicking the ""Neighborhood Search"" button in the Data and Dialer section 3. **Allow location access** when prompted for the best mapping experience ## Mapping Methods You have three search options in the left panel: **Freeform Plotting:** - Click points on the map to create a custom polygon shape - Drag points to adjust the boundaries of your search area - Perfect for irregularly shaped neighborhoods **Radius Search:** - Click on your selected location to create a circle - Drag the points to resize the radius around your target area - Great for searching around a specific property or landmark **Street Search:** - Enter a specific address and zip code - View results for that particular street - Ideal for targeting individual streets ## Using the Map - **Enter your target address** in the center search bar - **Click the appropriate address suggestion** to navigate to that location - **View property pins** (house icons) showing available properties - **Click on pins** to see specific property details in the lower panel - **Check ""Don't want to see your past mappings?""** to hide previously imported areas (shown as shaded regions) ## Filtering and Results - Apply filters before or after defining your search area to refine results - Use property filters like property type, ownership length, property value, and more - Review your property information and import your final list for calling This mapping system is perfect for circle prospecting, geo-farming, and targeting specific neighborhoods for just listed/just sold campaigns.",5,2,
"13274","login issue","Hi, I’m unable to access my Mojo account on app1061.mojosells.com without using a VPN. The page times out (ERR_CONNECTION_TIMED_OUT), but it works fine when connected via VPN. It seems my ISP is blocking or not routing this subdomain properly.</","2026-02-02T19:59:03.000Z","Closed","Based on the information provided, it sounds like you're experiencing a connection timeout issue when trying to access your Mojo account, which works fine when using a VPN. This typically indicates an ISP-level routing or blocking issue with your specific app server subdomain. Here are the recommended steps to resolve this: **Immediate Solutions:** 1. **Continue using VPN temporarily** - Since this works, you can maintain access while the issue is being resolved 2. **Try different networks** - Test accessing your account from a different internet connection (mobile hotspot, different WiFi) to confirm it's ISP-related **Browser Troubleshooting:** Since browser issues can sometimes cause connection problems, make sure you're using a supported browser: - Google Chrome (recommended) - Firefox - Safari Also try: - Clearing your browser's cache and cookies - Trying a different supported browser **Contact Support:** For connection timeout issues specific to your app server subdomain, you'll need to contact Mojo support directly. They can: - Move your account to a different app server/domain - Provide an alternate login domain - Investigate routing issues with your specific subdomain This type of ISP routing issue typically requires intervention from Mojo's technical team to resolve permanently.",5,2,
"13273","MOJO Call Recording",,"2026-02-02T19:56:30.000Z","Closed","## Call Recording in Mojo Dialer Call Recording is an optional add-on feature for Mojo Power Dialer that helps you perform quality assurance checks on your team. Here's everything you need to know: ### What Gets Recorded The system automatically records and saves calls with these results: - Contact - DNC Contact - DNC Number ### Adding Call Recording to Your Account 1. Log in using an owner account 2. Click the Menu button in the bottom left corner 3. Navigate to **Subscriptions** in the left menu 4. Click the plus (+) button to add the recording feature 5. Select which agent you want to assign this subscription to ### Managing Call Recording Between Agents You can reassign the Call Recording feature between different agents: 1. Select the **Agents** tab from the left menu 2. Click on the agent name that currently has Call Recording 3. Deselect the checkbox for Call Recording 4. When prompted, choose to remove or reassign this feature The feature becomes effective on the next dial session the agent begins. ### Accessing Your Recorded Calls You can access recordings in two ways: **Option 1: Through Reports** 1. Click **Reports** on your dashboard 2. Select **Call Recording** 3. Choose Agent(s) and time frame 4. Click the Play button next to any recording **Option 2: Individual Contact Records** - Open the specific contact's record - Navigate to the **History** section at the bottom - View recordings directly from there ### Downloading Recordings Call recordings are kept for **90 days only**, so download important ones: 1. Go to **Reports** > **Call Recording** 2. Click on the recording you want or check boxes to select multiple 3. Click the **Download** button 4. Files are saved as MP3 format, playable on any standard media player ### Storage Management Tips - Regularly review recordings to identify which ones to keep - Download important recordings promptly to avoid losing them after 90 days - Consider organizing downloaded files in a systematic way on your computer ### Troubleshooting If recordings aren't playing, check that all audio points are connected and volume is up. This feature is perfect for quality assurance, training, and ensuring your team maintains professional standards during calls.",5,2,
"13272","557714",,"2026-02-02T19:39:54.000Z","Closed","I can see that ticket 557714 is closed, but I don't have access to the specific details or content of that ticket in my current information. Could you please provide more context about what you'd like to know regarding this ticket? For example, are you looking for information about a specific issue that was resolved, or do you need help with a similar problem?",0,1,
"13252","Do not charge February",,"2026-02-02T05:17:33.000Z","Closed","I understand you don't want to be charged for February. For billing and account cancellation requests, you'll need to contact Mojo support directly as I can't make changes to your billing or account status. Here's how to reach them: **Contact Mojo Support:** - Email support through your Mojo account - Use the help menu in your Mojo dialer (click the help icon in the account menu at the bottom left) - Contact them directly for immediate assistance with billing matters Make sure to clearly specify that you want to cancel your February billing when you contact them. They'll be able to process your request and handle any account changes needed.",5,2,
"13271","Mojo FSBO Service","Hi Kyle, It was good speaking with you earlier regarding your FSBO leads. As we discussed, th","2026-02-02T19:09:59.000Z","Closed","## Mojo FSBO (For Sale By Owner) Service Mojo's FSBO service provides you with daily For Sale By Owner leads delivered directly to your Mojo Dialer account. ### How to Subscribe to FSBO Service 1. Log into Mojo and click **Leadstore** in the top-left corner 2. Navigate to **Data & Dialer > Data Services** from the dropdown menu 3. Find **For Sale by Owner (FSBO)** in the available services 4. Click **Subscribe** and complete the setup process and payment information 5. Your subscription activates immediately and will auto-renew based on your selected term (1, 3, 6, or 12 months) ### Customizing Your FSBO Settings To manage your FSBO preferences: 1. Navigate to the **Leadstore** section in Mojo 2. Find FSBO and click **""Manage Subscription""** to the right 3. Click the **3 dots** next to your current settings 4. Select **""Manage Setting""** You can customize: - **DNC scrubbing preferences** - **State and County selections** - **Property types of interest** - **Minimum price point** - **Specific cities and zip codes to target** ### How FSBO Data is Delivered - **Daily updates**: New FSBO data posts daily when available - **Automatic delivery**: Data appears directly in the Data and Dialer screen - **Organization**: All listings are organized in the Properties section under the FSBO list - **Customized targeting**: Updates are based on your specific settings ### Managing Your FSBO Subscription From the Leadstore section, you can: - View your active FSBO subscription - Click the 3-dot icon to **Unsubscribe**, **Edit settings**, **Extend subscription**, or **Delete subscription** - Note: Mojo does not provide refunds for early cancellations The FSBO service ensures you receive only the leads that match your specific market focus and target criteria, helping you efficiently connect with property owners who are selling without an agent.",5,2,
