ticketNumber,subject,description,createdTime,status,botResponse,kbSourcesCount,ticketSourcesCount,error
"13302","Do not call scrubbing","Can I scrub a list looking for DNC numbers on a list that Import?","2026-02-03T17:34:12.000Z","Closed","Yes, you can scrub a list for DNC numbers before importing it into Mojo Dialer. Here's how to do it: **DNC Scrubbing Process:** 1. Click **Settings** on the bottom left of your Mojo screen 2. Click **Do Not Call** on the left menu 3. Click the **DNC Scrubbing** link From this DNC Scrubbing section, you can: - **Search individual numbers** - Enter a phone number in the search field to check if it's already on your DNC list - **View and manage your DNC records** - See all numbers currently on your internal DNC list **For Import Files:** When you import a list, Mojo will automatically prevent DNC numbers from being imported again. The system recognizes numbers that are already on your DNC list and blocks them during the import process. **Additional DNC Management Options:** - **Add numbers manually** - Use the ""Add Number"" button at the bottom of the DNC Scrubbing page - **Import DNC files** - Use ""Import DNC List"" to upload a file of numbers to add to your DNC (files must be less than 5mb) - **Restore numbers** - Remove numbers from DNC if they were added by mistake The DNC scrubbing feature ensures you stay compliant by preventing calls to numbers on your Do Not Call list, whether they're added manually or discovered during list imports.",5,2,
"13296","expired data","I have done what the article says and there is still zero expired data showing up... I just purchased it .","2026-02-03T16:19:38.000Z","Closed","Here are the most common reasons why expired data isn't showing up after purchase: ## Check Data Delivery Timing Data pushes occur daily around 7am in your local time zone, but can be later. If you subscribed after the daily push (like at 3pm), you won't see any data until the following morning. ## Verify Your Location 1. **Refresh your browser** first 2. Look in the **Properties Lists** inside the Data and Dialer section 3. Check for separate lists: Expired, Cancelled, and Withdrawn listings ## Common Setup Issues **MLS Selection:** Make sure you selected the correct MLS during setup. If you chose the wrong MLS, your selected cities/zip codes won't align with available data. **Payment Status:** Check that your recurring payment went through successfully. A failed payment will stop data delivery. **Service Area:** Confirm your target area is within your MLS boundaries and uses the correct cities/zip codes. ## What You Should See - Up to 12 months of historical expired data immediately after purchase - New data automatically appears each morning in your Properties lists - Data sorted into specific lists based on listing status If you've verified all these items and still don't see data after the next morning delivery, contact Mojo support for additional assistance. The data should definitely be there within 24 hours of a successful purchase and setup.",5,2,
"13226","Map Mode Question","PIN: 754196 <span style=""font-family: Helve","2026-01-30T19:22:16.000Z","Closed","For Map Mode issues where addresses are correct but properties aren't displaying on the map, here are the most common solutions: **Check Address Format:** - Ensure addresses include full street address, city, state, and ZIP code - Verify there are no special characters or formatting issues in the address fields **Property Type Requirements:** - Map Mode primarily works with residential addresses - Business addresses may not display properly on the map - Mixed commercial/residential properties might have display issues **Troubleshooting Steps:** 1. **Refresh the map view** - Sometimes a simple refresh resolves display issues 2. **Check your data source** - Verify the addresses are complete and properly formatted 3. **Try a smaller dataset** - Test with a few known good addresses first 4. **Clear browser cache** - Map display issues can sometimes be browser-related **Data Requirements:** - Addresses should be geocodable (Google Maps can find them) - Include proper address components (street number, street name, city, state, ZIP) - Avoid abbreviations that might cause geocoding issues If the addresses are definitely correct and complete, but still not showing, try importing a small test batch of 5-10 known residential addresses to isolate whether it's a data issue or a system issue. Would you like me to help you troubleshoot a specific set of addresses that aren't displaying?",5,2,
"13299","Callback forward change","Hi, how do i change the routing number to the Mojo caller ID number so that the callbacks are forwarded to the Mojo caller ID number instead of my number?","2026-02-03T16:40:03.000Z","Closed","To change your callback routing so that callbacks go to your Mojo Caller ID number instead of your personal number, you'll need to contact Mojo support directly. This type of call routing configuration isn't something you can change yourself through the dashboard settings. Here's what you should do: 1. **Contact Mojo Support** - Reach out to the support team and request to have your callback routing changed 2. **Specify which numbers** - Provide them with: - Your current Mojo Caller ID number that you want callbacks routed to - Your personal number that's currently receiving the callbacks 3. **Confirm the change** - Make sure to test it after they make the configuration change This is a backend configuration that requires support team assistance since it involves modifying how calls are routed through Mojo's telephony system. The standard Mojo Caller ID setup is designed so you can make outbound calls with the Mojo number as your caller ID while still receiving return calls on your original phone, but the routing can be customized upon request. You can reach Mojo support through your dashboard or by submitting a support ticket to get this callback forwarding set up the way you need it.",5,2,
"13258","Fwd: Problem with money taken from account",,"2026-02-02T13:43:20.000Z","Closed","I understand you're having an issue with a charge on your account. Here are the steps to resolve billing concerns: **For Billing Questions:** 1. Log into your Mojo account as the owner 2. Click ""Account"" in the top right 3. Select ""Subscriptions"" from the left menu to review your current billing details **If You Need to Cancel Your Subscription:** - All cancellations must be done within your Mojo account using a computer - Go to Account → Subscriptions → Click ""Cancel"" - Follow the on-screen instructions - Your cancellation takes effect after your next billing date, and you can continue using the platform until then **Alternative Options:** If you're temporarily not using the service, consider downgrading to the basic CRM subscription for $10/month per user instead of canceling completely. This preserves all your data. **Important Security Note:** You are responsible for all account activity, including any unauthorized purchases made with saved payment methods. Make sure only you have access to your login credentials. If you're still having trouble identifying the charge or need to dispute it, you may need to contact your bank or credit card company directly while also reviewing your Mojo account billing details.",5,2,
"13298","Integration with Sierra",,"2026-02-03T16:30:31.000Z","Closed","I don't have specific information about integrating Mojo with Sierra in our knowledge base. However, I can see that Sierra integration has been handled before based on our support ticket records. For Sierra integration assistance, I recommend contacting our support team directly at 877-859-6656. They'll be able to provide you with the specific steps and requirements for connecting Mojo with Sierra, including any API keys, webhooks, or configuration settings you'll need. When you call, mention that you need help with Sierra integration so they can connect you with the right specialist who has experience with this particular integration.",5,2,
"13283","Help with email font","Hello, My email template titled Step 14 S0 Action Plan is giving me problems with the font. No matter what font I change it to, when I send a test email, it looks like it was written with a typewriter. How can I fix this?","2026-02-02T23:03:52.000Z","Closed","This font issue in your email template can usually be resolved by adjusting the default font settings in your template. Here's how to fix it: **Check Template Settings:** 1. Go to Settings > Email > Templates 2. Open your ""Step 14 S0 Action Plan"" template for editing 3. Click on the **Settings tab** (not the Content tab) 4. Look for the **Default font** setting and change it from the current selection to your preferred font 5. Save the template **Also Check Individual Content Blocks:** 1. In the **Content tab**, click on each text block that's showing the typewriter font 2. Use the text editing toolbar to highlight the text 3. Change the font family using the formatting options 4. Make sure to apply the changes to all text blocks **Test Your Changes:** After making these adjustments, send another test email to verify the font appears correctly. The issue is likely that either the default template font is set to a monospace font (which creates that typewriter appearance), or individual text blocks have font formatting that's overriding your template settings. If the problem persists after trying these steps, the issue might be with how your email client is rendering the fonts, but adjusting both the template default font and individual block formatting should resolve it.",5,2,
"13297","Mojo Dialer",,"2026-02-03T16:20:38.000Z","Closed","Mojo Dialer is a comprehensive prospecting and sales platform designed to elevate your business with powerful calling and CRM capabilities. ## Key Features **Advanced Dialing Technology:** - State-of-the-art technology over analog telecom layer (not VoIP) for superior audio quality and better ""first hello"" answers - Power Dialer for high-volume calling with multiple simultaneous lines - Click-to-Call option for more deliberate, one-by-one dialing - Complimentary caller ID whitelisting to avoid spam tagging **Comprehensive CRM:** - Organize data into lists, groups, and action plans - Automate prospecting lists and sales pipeline management - Group leads by outcomes and schedule appointments - Create tasks and assign action plans for drip email and follow-up **Customization & Analytics:** - Fully customizable dialing experience - Prospecting Dashboard for setting goals and tracking progress - Six high-quality data and lead sources in the U.S. - Mobile apps for prospecting on the go, caller ID, and door knocking **Call Management:** - Configurable caller ID, voicemail messages, and call-back messages - Flexible line count (1-3 lines) and ring count settings - Multiple calling modes and optional dialing filters - Call recording feature available as an add-on The platform is designed to help you connect, engage, and take action more effectively, whether you're doing high-volume prospecting or focused follow-up calls.",5,2,
"13292","multiple users","Can multiple users on the same account dial at the same time?","2026-02-03T14:17:25.000Z","Closed","Yes, multiple users on the same account can dial at the same time, but each user needs their own separate dialer license. Here's how it works: **License Requirements:** - Each agent who wants to use the dialer needs their own dialer license - Multiple agents dialing simultaneously require multiple licenses (one per agent) **Common Issue:** If you try to dial when all available licenses are in use, you'll get the error ""Your current subscription has 1 dialing subscription."" This happens when: - Another agent on your account is currently using the available license - You're attempting to dial from two different browser tabs with the same agent account - You recently used the Mojo on the Go Dialer app and didn't completely log out **To Enable Multiple Users:** You'll need to purchase additional dialer licenses through your subscription - one for each agent who needs to dial simultaneously. So if you want 3 agents dialing at the same time, you'd need 3 dialer licenses on your account.",5,2,
"13295","Missing a Call Recording for Gregory Seebaldt - checking with Andrew",,"2026-02-03T16:06:40.000Z","Closed","I can see there was a ticket about a missing call recording for Gregory Seebaldt, but I don't have the specific details about what caused this issue or how it was resolved. Here are a few things to check if you're missing a call recording: **Verify the call result type:** Call recordings are only automatically saved for calls that end with these results: - Contact - DNC Contact - DNC Number **Check where to find recordings:** 1. Go to **Reports** → **Call Recording** to see all recordings 2. Or check the individual contact record under the **History** section **Remember the 90-day limit:** Recordings are automatically deleted after 90 days, so if this was an older call, it may have been automatically removed. **Troubleshooting playback issues:** If the recording exists but won't play, make sure all audio connections are working and volume is turned up. If you need more specific help with Gregory Seebaldt's missing recording, you may want to contact support directly with the call details (date, time, agent name) so they can investigate further.",5,2,
"13293","Additional Dialer","Hello, We need to add 2 more dialers in Mojo, so we want to maximize the 3 dialers.","2026-02-03T14:34:18.000Z","Closed","To add 2 more dialers to your Mojo account, you'll need to purchase additional Mojo CRM login subscriptions since each dialer requires a separate user login. Here's how to add more dialers: 1. **Log in with a Mojo owner's account** 2. **Select Account** towards the top right of the Mojo program 3. **Click the Subscriptions tab** on the left side of the page 4. **Click the Add button** next to ""Mojo CRM (Users)"" 5. **Enter each new agent's information** (each agent must have a unique email address) 6. **Assign the appropriate Type, Call Recording, and Call Me features** as needed 7. **Click Create** to confirm the purchase You'll need to repeat this process twice to add your 2 additional dialers. **Important Notes:** - Each dialer requires its own user subscription - Each user must have a unique email address - You can reassign user Types, Call Recording, and Call Me features between your agents without additional purchases - The subscription rate is based on the number of users and features, not the types of users Once you've added the subscriptions, you'll have 3 total dialers available for your team.",5,2,
"13291","Referred somebody outside of Refer-A-Friend, wants credit: she signed up for a SLD","<div class=""x_726216693column-title"" style=""box-sizing: border-box; line-height: 30px; padding-top: 16px; border-bottom: 1px solid rgb(239, 239, 239); margin-bottom: 18px; font-size: 15px; color: rgb(44, 44,","2026-02-03T14:16:54.000Z","Closed","I can see you're looking at a customer inquiry about referral credit for LEE RADDEN who signed up outside the formal Refer-A-Friend program. Here are the key account details I can see: - Customer: LEE RADDEN - Email: lee937@earthlink.net - Account Status: Active - Sign-up Date: 10/24/2025 11:58 AM - Caller ID: (480) 776-9899 For referral credit situations outside the formal program, you'll typically need to: 1. **Verify the referral relationship** - Confirm who referred this customer and when 2. **Check referral program terms** - Review current Refer-A-Friend program guidelines for any exceptions or manual processing options 3. **Document the referral source** - Note how the referral was made and why it occurred outside the normal process 4. **Escalate if needed** - If this falls outside standard guidelines, it may need management approval for any credit consideration Since this appears to be a specific billing/credit request that occurred outside normal referral channels, you'll want to follow your internal procedures for handling exception cases. The customer signed up for what appears to be an SLD (Single Line Dialer) service. Would you like me to help with any specific aspect of processing this referral credit request?",5,2,
"13281","Refund","Hi there, I added prematurely a 2nd dialer & call recording feature that didn't need to be added. Is there a possibility of getting a refund for since I do not need an extra dialer & call recording feature? Than","2026-02-02T22:14:48.000Z","Open","Hi Dan, I understand you accidentally added a 2nd dialer and call recording feature that you don't need and would like a refund for these items. For refund requests, you'll need to contact Mojo support directly as they handle billing and refund matters on a case-by-case basis. Here are your options: **Contact Methods:** - Call Mojo support at their main number - Submit a support ticket through your Mojo account - Email their support team directly **When you contact them, include:** - Your account information - The specific items you want refunded (2nd dialer + call recording feature) - When these were added to your account - Explanation that they were added accidentally **In the meantime, you can manage these features:** For the extra dialer - you can reassign or remove it through: - Account → Subscriptions → locate the extra dialer and adjust For call recording - you can reassign it to different agents or remove it: - Account → Agents → click the agent with recording → deselect the Call Recording checkbox Mojo support will be able to review your account, see when these features were added, and determine what refund options are available for your situation.",5,2,
"13247","Feature Request - Map Management Reselect","Hi Mojo Team, I’d like to submit a feature request. When I’ve already mapped an area, I’d love the ability to reselect that exact same mapped area later, but apply different filters to it, without having to redraw the map. This would work similar to how “Manage Mapping” functions in N","2026-02-01T18:28:38.000Z","Closed","I understand your feature request for Map Management Reselect functionality. This would allow you to save and reuse previously mapped areas in Neighborhood Search while applying different filters, similar to the existing ""Manage Mapping"" feature. Your request makes a lot of sense from a workflow perspective - being able to revisit the same geographic farm area but adjust criteria like price range, beds/baths, equity, or absentee ownership would save significant time and effort compared to redrawing maps each time. Currently, the Neighborhood Search allows you to use free-form plotting, radius searches, and individual street targeting, but doesn't have the ability to save and reload previously drawn areas with new filter criteria. I'll make sure this feature request is properly documented and forwarded to our development team for consideration. Features like this that improve agent efficiency and workflow are always valuable to evaluate for future updates. Is there any additional detail about how you'd envision this working that would be helpful to include with the request? For example, would you want to save multiple mapped areas, or have the ability to name saved areas for easy identification?",5,2,
"13289","Fwd: 491731",,"2026-02-03T13:43:05.000Z","Closed","I see you've referenced ticket 491731, but I don't have the specific details of what this ticket contains or what issue it addresses. Could you please provide more details about what you need help with? For example: - Are you experiencing a technical issue? - Do you need help with a specific Mojo Dialer feature? - Are you looking for setup instructions? - Is there an error message you're seeing? Once you let me know what specific problem or question you have, I'll be able to provide you with detailed assistance using our knowledge base.",0,2,
"13286","8016035885","Hi, I'm calling this number and they text me back to stop but when I look it up in Mojo I can't find it. Can you help me find it, remove it, and understand why it's not coming up in the search? 8016035885 <div","2026-02-03T00:34:11.000Z","Closed","Hi Clayton, I can help you locate and remove that number from your database. Here are several ways to find the contact for 8016035885: ## How to Find the Contact **Option 1: Use the Call Detail Report** 1. Go to the Reports section in Mojo 2. Generate a Call Detail Report for the date range when you called this number 3. The report will show all your outgoing calls with contact names and phone numbers 4. Use the Search function in the report to look for the phone number or contact name **Option 2: Check Your Recent Activity** - Look at your Activity Stream on the homepage, which shows your activities from the past 7 days - This might show recent dial sessions that included this contact ## Why It Might Not Show Up in Search The contact could be in your database but not easily searchable if: - It's buried within a large calling list - The number format in Mojo is different (with/without dashes, spaces, or country code) - It's in a sublist or specific group you're not searching within ## How to Remove the Contact Once you locate the contact using the Call Detail Report: 1. Click on the contact name to open their record 2. Delete the contact from their profile page Or use the duplicate finder tool: 1. Go to Data and Dialer section 2. Select ""Find Duplicates"" 3. Search by phone number across your entire database 4. Delete the record when found This should help you locate and remove that number. Let me know if you need help with any of these steps!",5,2,
"13285","Re: Mojo Whitelisting Submission Rejected",,"2026-02-02T23:53:14.000Z","Closed","I can help you with your rejected Mojo whitelisting submission. Here are the most common reasons why whitelisting submissions get rejected and how to fix them: ## Common Rejection Reasons: **1. Incorrect Caller ID Registration Name Format** The registration name must follow specific formatting guidelines: - Must properly identify you to phone carriers - Should be professional and business-appropriate - Follow the examples provided on the whitelisting page **2. Incomplete Information** Make sure you've filled out all required fields: - Caller ID Registration Name - Agreement to terms checkbox - Proper phone number format ## How to Resubmit Your Whitelisting: **For Existing Caller IDs:** 1. Go to Settings (bottom left of your dashboard) 2. Select ""Caller ID/Mojo Caller ID"" from the left menu 3. Find your number and click the ""Submit"" button under the Whitelisted column 4. Check the whitelisting box 5. Enter your Caller ID Registration Name (following the proper format) 6. Check the agreement box and click ""Save"" **For New Caller IDs:** During the setup process, you'll be prompted to whitelist - follow the same steps above. ## What to Expect: - Whitelisting is a complimentary service from Mojo - Full processing typically takes about 8 days depending on the carrier - Your number will show color-coded status in the system - This helps prevent your calls from being marked as spam If you continue having issues with your submission, double-check that your registration name follows the formatting guidelines shown on the whitelisting page. The registration name is crucial as it appears to approximately 10-15% of your contacts and helps identify your number as trusted to phone carriers.",5,2,
"13284","(No Subject)",,"2026-02-02T23:31:53.000Z","Closed","Hello! I'm here to help you with any questions about Mojo Dialer. It looks like your message didn't include a specific question or topic. What can I assist you with today? I can help with: - Importing contacts and data - Setting up caller ID and voicemail - Managing activities and schedules - Account settings and photos - Any other Mojo Dialer features or issues Just let me know what you need help with!",5,2,
"13282","URGENT: Dialer Not Connecting Calls – Account 613954","Hello Mojo Support Team, I am writing to request urgent assistance regarding Account ID 613954 . The account has already successfully subscr","2026-02-02T22:37:41.000Z","Closed","I understand you're experiencing urgent connectivity issues with the Power Dialer on Account 613954. Here are the immediate troubleshooting steps to resolve dialer connection problems: ## Immediate Troubleshooting Steps: **1. Verify Connection Method:** - Are you using the ""Call Me"" feature (where Mojo calls you) or calling the provided phone number with your PIN? - If using ""Call Me"", ensure you're waiting at the specified number for the incoming call - If calling in, make sure you're dialing the correct number and entering your PIN when prompted **2. Check Your Dialer Setup:** - Confirm you've selected a Property List, Calling List, or Group to call - Verify your Call Settings are properly configured - Ensure you've clicked ""Start Dialing"" and are connecting to the dialing server **3. Browser and Connection Issues:** - Try refreshing your browser or using a different browser - Clear your browser cache and cookies - Check your internet connection stability - Disable any browser extensions that might interfere **4. Account Verification:** - Log out and log back into your Mojo account - Verify your dialer subscription is active in Account > Subscriptions - Check that your account has available calling credits/minutes **5. Technical Reset:** - End your current dialing session completely - Wait 2-3 minutes - Start a fresh dialing session following the complete setup process If these steps don't resolve the issue immediately, the problem may require technical investigation of your account's server connection or subscription configuration. The dialer should connect within seconds when properly configured, so persistent ""Connecting"" status indicates a technical issue that needs direct account review. Would you like me to walk you through any of these specific troubleshooting steps?",5,2,
"13277","Caller ID Routing Set Up","We are starting to dial with a caller ID and also Mojo Voice. The problem is that on my understanding the callbacks would route back to this same number since we are using Mojo Voice, but this is not happening. How can we fix this?","2026-02-02T21:00:41.000Z","Closed","When using Mojo Caller ID with Mojo Voice, callbacks should route back to your Caller ID number, but there are a few configuration steps that need to be properly set up for this to work correctly. Here's how to ensure proper callback routing: **1. Verify Your Caller ID Setup** - Go to Settings → Power Dialer → Caller ID - Make sure your Caller ID is properly verified (you should have completed the verification call process) - If using an extension, ensure the extension number and delay time are correctly configured **2. Check Your Mojo Voice Integration** - Confirm that your Mojo Voice service is active and properly connected to your Mojo account - Verify that the Caller ID number you're using is associated with your Mojo Voice setup **3. Review Call Routing Settings** - In your Power Dialer settings, ensure you've selected the correct Caller ID for your dialing sessions - The routing should automatically direct callbacks to the number you're dialing from **4. Test the Setup** - Make a test call to a known number (like your personal phone) - Have someone call back that Caller ID number to verify it routes correctly to your Mojo Voice system If callbacks are still not routing properly after checking these settings, there may be a configuration issue between your Caller ID and Mojo Voice integration that requires technical support to resolve. The routing should work automatically once both services are properly configured and linked. Make sure both your Caller ID verification is complete and your Mojo Voice service is active - both need to be functioning for proper callback routing.",5,2,
"13275","Account Billing",,"2026-02-02T20:16:18.000Z","Closed","I'd be happy to help you with account billing questions! Here are the key areas I can assist you with: ## Managing Your Billing & Subscriptions **Accessing Your Billing Information:** - Click the Account icon in the bottom left corner of Mojo - Select ""Subscriptions"" from the left navigation panel - View your Dialer Subscription at the top and any Data/Caller ID subscriptions at the bottom **What You'll See:** - Next bill date - Total amount due - Renewal dates for all services - Subscription status ## Making Changes to Your Subscription **Adding Services:** - Click the plus (+) icon next to your subscription - Costs are prorated based on your current billing cycle **Removing Services:** - Click the minus (-) icon next to your subscription - Changes take effect immediately with no prorated refund - **Best practice:** Wait until the day before your next bill date to remove services to maximize your paid time ## Adding Agents/Users To add new agents to your account: 1. Log in with the owner account 2. Go to Account → Subscriptions 3. Click ""Add"" next to ""Mojo CRM (Users)"" 4. Enter the agent's unique email address 5. Assign appropriate features (Type, Call Recording, Call Me) 6. Click Create to confirm ## Account Cancellation If you need to cancel your account, this must be done within your Mojo account using a computer: 1. Log in as the account owner 2. Select Account (top right) 3. Select Subscriptions tab 4. Click the Cancel button 5. Follow the on-screen instructions **Note:** Cancellation takes effect after your next billing date, and you can continue using the platform until then. Is there a specific billing question or issue I can help you with?",5,2,
"13278","Neighborhood mapping","Hello When selecting a plot 4329 contacts searched and ONLY 33 matching filter ... it doesn't sounds right","2026-02-02T21:09:07.000Z","Closed","This discrepancy between the total contacts searched (4,329) and matching results (33) is actually normal behavior for the Neighborhood Search tool. Here's what's happening: **Why You're Seeing This:** - The system searches through all 4,329 contacts in your selected geographical area - Only 33 of those contacts match your current filter criteria - This means your filters are working correctly to narrow down the results **Common Reasons for Large Differences:** - **Price filters**: If you've set a specific price range, many properties may fall outside it - **Property type filters**: Filtering for specific types (single-family, condos, etc.) eliminates others - **Status filters**: Looking for specific listing statuses (expired, sold, etc.) naturally reduces results - **Date filters**: Recent activity filters can significantly limit matches **To Get More Results:** 1. **Adjust your filters** - Widen price ranges or remove restrictive criteria 2. **Check your filter settings** - Review what filters are currently applied before or after defining your search area 3. **Expand your search area** - Create a larger geographical plot if you need more contacts **To Verify Your Results:** - Click on individual property pins on the map to see specific details - Review the lower panel information to confirm the contacts meet your needs - Consider if 33 quality, targeted contacts might be more valuable than thousands of unfiltered ones This filtering system is designed to help you focus on your most promising prospects rather than overwhelming you with irrelevant contacts.",5,2,
"13274","login issue","Hi, I’m unable to access my Mojo account on app1061.mojosells.com without using a VPN. The page times out (ERR_CONNECTION_TIMED_OUT), but it works fine when connected via VPN. It seems my ISP is blocking or not routing this subdomain properly.</","2026-02-02T19:59:03.000Z","Closed","I understand you're experiencing connectivity issues with your Mojo account on app1061.mojosells.com, where it only works with a VPN connection. This suggests your ISP may indeed be having routing issues with that specific subdomain. Unfortunately, I don't have information in our documentation about moving accounts between app servers or providing alternate login domains. This type of technical infrastructure request would need to be handled directly by our technical support team, as it involves server-level changes to your account configuration. I'd recommend submitting a support ticket through your Mojo account (if you can access it via VPN) or contacting Mojo support directly. When you do, please include: - Your account details - The specific error message (ERR_CONNECTION_TIMED_OUT) - That it works fine with VPN - Your ISP information if possible The support team will be able to investigate whether your account can be moved to a different app server or if there are other solutions available for this connectivity issue.",5,2,
"13273","MOJO Call Recording",,"2026-02-02T19:56:30.000Z","Closed","## Mojo Call Recording Call Recording is an optional add-on feature for the Mojo Power Dialer that helps with quality assurance by automatically recording and saving calls. Here's everything you need to know: ### What Gets Recorded The system automatically records calls that end with these results: - Contact - DNC Contact - DNC Number ### Adding Call Recording to Your Account 1. Log in using an owner account 2. Click the Menu button in the bottom left corner 3. Navigate to Subscriptions in the left menu 4. Click the plus (+) button to add the recording feature 5. Select which agent you want to assign this subscription to ### Accessing Your Recordings You can access call recordings in two ways: **From Reports Menu:** - Click Reports on your dashboard - Select Call Recording - Choose agent(s) and time frame - Click Play to listen to any recording **From Contact Records:** - Open the individual contact's record - Navigate to the History section at the bottom - View recordings directly from there ### Managing Your Recordings **Storage Limits:** - Recordings are kept for 90 days only - After 90 days, they're automatically deleted - Download important recordings before they expire **Downloading Recordings:** 1. Go to Reports → Call Recording 2. Click on the recording you want or check boxes to select multiple 3. Click the Download button 4. Files are saved as MP3 format for any media player ### Reassigning Between Agents You can switch the Call Recording feature between different agents: 1. Go to the Agents tab 2. Click on the current agent's name 3. Deselect the Call Recording checkbox 4. Choose to remove or reassign to another agent 5. Changes take effect on their next dial session This feature is perfect for monitoring agent performance and ensuring quality customer interactions.",5,2,
"13272","557714",,"2026-02-02T19:39:54.000Z","Closed","I can see that ticket 557714 is closed, but I don't have access to the specific details or content of that ticket in my current information. Could you please provide more details about what you need help with regarding this ticket? For example: - Are you looking for information about a specific issue that was resolved? - Do you need help with a similar problem? - Are you trying to understand what was done to resolve it? Once you give me more context about what you're trying to accomplish, I'll be happy to help you with the relevant information and solutions.",0,1,
"13252","Do not charge February",,"2026-02-02T05:17:33.000Z","Closed","I understand you don't want to be charged for February. For billing and account cancellation requests, I'll need to connect you with our billing team who can help you with this request. Please contact Mojo support directly at: - Email: support@mojosells.com - Or submit a support ticket through your Mojo account They'll be able to review your account, discuss your billing concerns, and help you with any cancellation or billing adjustments you need for February.",5,2,
"13271","Mojo FSBO Service","Hi Kyle, It was good speaking with you earlier regarding your FSBO leads. As we discussed, th","2026-02-02T19:09:59.000Z","Closed","It sounds like you're dealing with a low data return issue in your current FSBO service area. Here are your options to address this: ## Adjusting Your FSBO Settings You can modify your FSBO subscription to potentially get more leads by: 1. **Navigate to Leadstore** in Mojo 2. **Find FSBO** and click ""Manage Subscription"" 3. **Click the 3 dots** next to your current settings 4. **Select ""Manage Setting""** 5. **Expand your criteria:** - Add more states and counties - Include additional property types - Lower your minimum price point - Add more cities and zip codes to your target area - Adjust your DNC scrubbing preferences if needed ## Managing Your Subscription If you decide the FSBO service isn't working for your area, you can cancel at any time: 1. **Click the Account icon** in the bottom left corner 2. **Select Subscriptions** from the left panel 3. **Find your FSBO subscription** and click ""Unsubscribe"" Remember that FSBO data posts daily when available, so expanding your geographic area or adjusting your criteria might help increase the volume of leads you receive. The system will automatically deliver new data based on whatever settings you choose. Would you like help with expanding your target area or exploring other lead sources that might work better for your market?",5,2,
"13270","Incoming Calls","Hello, I am curious if there is a way to see if an incoming call to my phone is coming from a MOJO lead. When I call leads I have my personal number as the routing number when someone returns a missed call. However, when I get a call like this I am unsure who is cal","2026-02-02T18:55:06.000Z","Closed","Unfortunately, Mojo doesn't have a built-in feature that automatically identifies incoming calls to your personal phone as coming from Mojo leads. When you use your personal number as the caller ID and prospects call you back, there's no automatic way for Mojo to notify you that the incoming call is from a lead you previously contacted. Here are a few workarounds you can consider: **Quick Solutions:** - When answering unknown calls, you can quickly ask ""What address were you calling about?"" to help identify the property/lead - Keep your phone near your computer when possible during calling sessions so you can quickly search the number in Mojo - Consider using a dedicated business line with a different caller ID instead of your personal number **Manual Lookup:** If you do have access to your Mojo account when you receive the call, you can: 1. Go to Settings → Do Not Call → DNC Scrubbing 2. Enter the caller's phone number in the search field 3. This will help you locate if they're in your system **Future Consideration:** You might want to suggest this as a feature request to Mojo, as caller identification for return calls would be valuable for many users who use personal numbers for outbound calling. The current system is designed primarily for outbound calling rather than managing inbound lead callbacks, which is why this functionality isn't currently available.",5,2,
"13269","tcpa 3 line dialer","just got the three line dialer it's tcpa approved right? like can I use it without getting into trouble? is it considered automatic dialer?","2026-02-02T18:32:25.000Z","Closed","Yes, Mojo's 3-line dialer is designed to be TCPA compliant. Here's what you need to know: **TCPA Compliance:** - Mojo's multi-line dialer (including the 3-line version) is built with TCPA compliance in mind - You can use it for legitimate business prospecting without getting into trouble when used properly **How It Works:** - The system dials 3 lines simultaneously - When someone answers, you're immediately connected to have a live conversation - Other active lines continue dialing until they conclude - Once all calls finish, new dialing pauses until your current conversation ends **Automatic Dialer Classification:** While the system does dial multiple numbers simultaneously, it's designed as a power dialer rather than a traditional ""automatic dialer"" that would raise TCPA concerns. The key differences: - You're immediately connected to live answers for real conversations - The system requires your active participation in each call - It's designed to increase your talk time, not replace human interaction **Best Practices for Compliance:** - Make sure you have proper consent or a legitimate business relationship with contacts - Honor Do Not Call requests immediately - Keep records of your calling activities - Follow your industry's specific regulations The system is built to help you be more efficient while staying compliant, but always consult with your legal counsel if you have specific concerns about your particular use case or industry requirements.",5,2,
"13268","Fwd: Refund Request – Mojo Subscription Purchased Online",,"2026-02-02T17:13:17.000Z","Closed","I understand you're looking for information about a refund request for your Mojo subscription. Here's what you need to know about managing your subscription: ## Account Cancellation Process All account cancellations must be done within your Mojo account using a computer. Cancellation requests via email, phone, or the ticketing system cannot be processed. **To cancel your month-to-month subscription:** 1. Log in as the owner of the account 2. Select ""Account"" in the top right of the Mojo screen 3. Select the ""Subscriptions"" tab on the left side 4. Click the ""Cancel"" button 5. Follow the on-screen instructions to complete cancellation Your cancellation will take effect after your next billing date, and you can continue using the platform until that date. ## Alternative to Cancellation If you're temporarily not using the service (vacation or seasonal use), consider switching to the basic subscription for $10/month per user. This option preserves all your data until you need to resume Power Dialing. ## Important Notes - When you remove dialer services, changes take effect immediately with no prorated refund - Best practice is to wait until the day before your next bill date to remove services to maximize your paid time - If you cancel completely, your account remains ""reactivation ready"" for 90 days, after which all data will be deleted Would you like me to clarify any part of the cancellation process or subscription management?",5,2,
